iter	Logloss
585	0.2991523312
586	0.2991156637
587	0.2989884468
588	0.2989172987
589	0.2988244381
590	0.2987407562
591	0.2986773905
592	0.298616075
593	0.2985151345
594	0.2982464819
595	0.2981392117
596	0.298004058
597	0.2979820603
598	0.2979188446
599	0.2977500926
600	0.2975911545
601	0.297392952
602	0.2973828739
603	0.2972787803
604	0.2970899783
605	0.2970429162
606	0.2968224719
607	0.2966373227
608	0.2965894674
609	0.296322043
610	0.2961642675
611	0.2961096549
612	0.2960057561
613	0.2958574238
614	0.2957529536
615	0.2955234082
616	0.2954741131
617	0.2952892556
618	0.2952210084
619	0.295208628
620	0.2950828719
621	0.2948521086
622	0.2947424006
623	0.2946175913
624	0.2945779664
625	0.2945132844
626	0.294504156
627	0.2944142123
628	0.2943229351
629	0.2942257626
630	0.2941784443
631	0.2941178121
632	0.2939017921
633	0.2938098812
634	0.2936964224
635	0.2934988587
636	0.2934142913
637	0.2933186102
638	0.2932208512
639	0.2931157377
640	0.2930293921
641	0.2929215426
642	0.2928049001
643	0.2926598081
644	0.2925673151
645	0.2925406179
646	0.2924351019
647	0.292354159
648	0.2922717991
649	0.2920678016
650	0.2919957484
651	0.2919483252
652	0.2916958241
653	0.2915075757
654	0.2914875838
655	0.2914501237
656	0.291326713
657	0.2912807778
658	0.2911813549
659	0.2911522602
660	0.2909863409
661	0.290868255
662	0.2907227773
663	0.2906510401
664	0.2905757867
665	0.2904491155
666	0.2903835239
667	0.290276607
668	0.290236354
669	0.290112976
670	0.2900415308
671	0.2898670913
672	0.2896730705
673	0.289602401
674	0.2892973616
675	0.2892703645
676	0.289197471
677	0.289157602
678	0.2890916222
679	0.2889438138
680	0.2889213063
681	0.2889005491
682	0.2887986154
683	0.288743865
684	0.2886804938
685	0.2885281913
686	0.2882525878
687	0.2882320251
688	0.2880564635
689	0.2879516143
690	0.2878859487
691	0.2878012099
692	0.2877265009
693	0.2875825744
694	0.2875352307
695	0.2872444691
696	0.2871203761
697	0.287070867
698	0.2869551722
699	0.2868966629
700	0.2868885627
701	0.2868221692
702	0.2867009804
703	0.286649948
704	0.2865956928
705	0.2863303804
706	0.2863085849
707	0.2862282351
708	0.2860687641
709	0.2859596942
710	0.28587685
711	0.2857002008
712	0.2855345457
713	0.2852350733
714	0.2850779263
715	0.2850091434
716	0.284930536
717	0.2847793823
718	0.2845686845
719	0.2844186569
720	0.2842120614
721	0.2840924516
722	0.2838824694
723	0.2837265001
724	0.2837194494
725	0.2836508286
726	0.2836257711
727	0.2835129666
728	0.2834106596
729	0.2832473735
730	0.2831910676
731	0.2831893555
732	0.2831313388
733	0.2830224631
734	0.2828723824
735	0.2828183881
736	0.2826713933
737	0.2825398663
738	0.2824511104
739	0.2824035417
740	0.282216532
741	0.2819770505
742	0.2818881849
743	0.2817532482
744	0.2817465186
745	0.2816391518
746	0.2815263385
747	0.2813908971
748	0.2811678589
749	0.2809920068
750	0.2809222199
751	0.2807841829
752	0.2806285629
753	0.2805328286
754	0.2804293586
755	0.2803953941
756	0.2803294686
757	0.2802287913
758	0.2801154225
759	0.2799520804
760	0.2798501953
761	0.2797616256
762	0.2797337309
763	0.279600345
764	0.279424187
765	0.2793794242
766	0.2793129055
767	0.2792465806
768	0.2791940958
769	0.2790711077
770	0.2789103353
771	0.278806597
772	0.2786834388
773	0.2785973674
774	0.2785333619
775	0.2784292556
776	0.2783675161
777	0.2783180801
778	0.2782722183
779	0.2782215856
780	0.2781402078
781	0.2779058433
782	0.277789033
783	0.2776586013
784	0.2775540677
785	0.2774064899
786	0.2773065587
787	0.2772471574
788	0.2772273521
789	0.2769701398
790	0.2768855384
791	0.2768008096
792	0.2766437794
793	0.2765183823
794	0.2763489778
795	0.2762594048
796	0.2762024757
797	0.2761585294
798	0.2760919338
799	0.2759407775
800	0.275919743
801	0.2757591478
802	0.2756736659
803	0.275534398
804	0.2754431458
805	0.2753438556
806	0.275180425
807	0.2750076017
808	0.2749538732
809	0.2748117376
810	0.2747022636
811	0.274636605
812	0.2745920462
813	0.2744931735
814	0.2743430161
815	0.2743127372
816	0.2741289928
817	0.2740921343
818	0.2740348194
819	0.2738316715
820	0.2736276754
821	0.2735798657
822	0.2735333095
823	0.2733825149
824	0.2733251269
825	0.2732782457
826	0.2731512221
827	0.2731476277
828	0.2730494515
829	0.2729209557
830	0.2728503001
831	0.2727560154
832	0.2727009418
833	0.2726160319
834	0.2725428524
835	0.2724442476
836	0.2723561848
837	0.272320369
838	0.2721731366
839	0.272151566
840	0.2720911311
841	0.2718968091
842	0.2718265586
843	0.2717542891
844	0.2716520901
845	0.2716024768
846	0.2714587045
847	0.2713503494
848	0.2712674876
849	0.2712335762
850	0.2711555093
851	0.2710778432
852	0.2710540694
853	0.2709588344
854	0.2708566209
855	0.2707666497
856	0.2706829282
857	0.2706364357
858	0.2705372087
859	0.2705122223
860	0.2704485388
861	0.2702691421
862	0.2701911496
863	0.2700863581
864	0.2700092597
865	0.26987008
866	0.2697972844
867	0.2697153496
868	0.2694071329
869	0.2693781522
870	0.2692846421
871	0.2691177912
872	0.2690429958
873	0.2689707037
874	0.2688947881
875	0.2687347669
876	0.2685689143
877	0.2684888287
878	0.2683790606
879	0.2682776975
880	0.2682319541
881	0.2681597485
882	0.2681104629
883	0.2679551226
884	0.2677736344
885	0.2676876978
886	0.2676304518
887	0.2675529039
888	0.2675019918
889	0.2674420177
890	0.2673822791
891	0.2672854107
892	0.2672353729
893	0.2671724454
894	0.2671024875
895	0.2669110131
896	0.266799365
897	0.2667263107
898	0.2666791027
899	0.2665163763
900	0.2664599086
901	0.2663559345
902	0.2663227093
903	0.2662677161
904	0.2661414317
905	0.2659817351
906	0.2657935479
907	0.2657212816
908	0.2655294371
909	0.2654621517
910	0.2654424408
911	0.2651831257
912	0.2649600914
913	0.2646531507
914	0.2646288492
915	0.2645278009
916	0.2644602291
917	0.2643581004
918	0.2641956869
919	0.264123437
920	0.2640141854
921	0.2639246138
922	0.2637529033
923	0.2637198153
924	0.2635040598
925	0.2634575124
926	0.2633923559
927	0.2632200452
928	0.263123954
929	0.2631122563
930	0.2630230391
931	0.262980688
932	0.2629103852
933	0.2625954193
934	0.2624941843
935	0.2624005016
936	0.2623577978
937	0.2622235536
938	0.2621503749
939	0.2620965293
940	0.2620426202
941	0.2619482965
942	0.2616440556
943	0.2616116839
944	0.2614601635
945	0.2613466752
946	0.2612324079
947	0.2611589611
948	0.2610914231
949	0.2609197954
950	0.2608670007
951	0.2608043939
952	0.2607898405
953	0.2607315132
954	0.2604852752
955	0.2602805885
956	0.2601942585
957	0.2601784191
958	0.2601148931
959	0.2598818259
960	0.2598208122
961	0.2597905087
962	0.2596634936
963	0.2596061826
964	0.2594092837
965	0.2592931112
966	0.259123628
967	0.2590135483
968	0.2589704475
969	0.2588636714
970	0.2586220718
971	0.2584674202
972	0.2584108441
973	0.2581692761
974	0.258106197
975	0.2580428392
976	0.2579896787
977	0.2579523974
978	0.2578846681
979	0.2578253776
980	0.2577007118
981	0.2576350099
982	0.2575882716
983	0.2575009667
984	0.2574380168
985	0.2573649429
986	0.2573079531
987	0.2571646331
988	0.257116751
989	0.2570216231
990	0.2567864872
991	0.256682952
992	0.2566679505
993	0.2564358903
994	0.2562330209
995	0.2561604508
996	0.2560180515
997	0.2558874446
998	0.2557650607
999	0.2556498902
